Date,Open,High,Low,Close,Volume,Change %
22-02-2006,36.70086084,37.54837222,36.53135857,37.39729309,6937845,2.226037771
23-02-2006,37.56311015,37.95370184,37.24621687,37.48204422,8255956,0.2266237
24-02-2006,37.47467137,38.41061904,37.47467137,38.18584442,5512150,1.877699619
27-02-2006,38.32218093,38.79752371,38.25585295,38.45483398,4037150,0.704422194
28-02-2006,38.72751646,39.42763395,37.33096669,37.67365646,11479640,-2.031415663
01-03-2006,37.73260825,38.83805521,37.73260825,38.70908737,5085546,2.748421591
02-03-2006,38.47694436,40.34146636,38.47694436,39.48658752,7674454,2.008572677
03-03-2006,39.6487206,40.53307824,39.46448039,40.31198883,7746888,2.090333346
06-03-2006,40.67309457,43.58779083,40.40041807,42.62973785,16846798,5.749527847
07-03-2006,42.37549432,43.18615651,41.78592155,42.09913254,7810886,-1.244683507
08-03-2006,41.99595012,42.96506175,40.7615353,41.48007584,13202791,-1.470473771
09-03-2006,41.49481485,41.91120005,40.54044411,41.63115311,6856323,0.364216476
10-03-2006,42.62606653,43.07193063,41.7932959,42.80662155,8181719,2.823530835
13-03-2006,43.45513957,43.45513957,42.22809234,42.44549942,3690991,-0.843612783
14-03-2006,42.30180519,42.79557125,41.34374893,41.64958954,4138682,-1.875133742
16-03-2006,41.85592062,43.49935293,41.67536567,42.64078903,7350998,2.37985417
17-03-2006,42.41602099,43.03875768,41.87066792,42.06596375,2527644,-1.348064377
20-03-2006,42.37549721,42.58921622,41.76013082,41.89646912,2260705,-0.402925819
21-03-2006,42.59657333,42.60394375,41.42111329,41.70484543,4315570,-0.457374313
22-03-2006,41.5648332,42.30179991,41.45428848,41.99595642,4758433,0.698026787
23-03-2006,42.44182041,42.44182041,41.3474289,41.96279526,3426954,-0.078962753
24-03-2006,41.67905043,43.46987368,41.67905043,43.27826309,9416723,3.134843202
27-03-2006,43.25985099,44.71167306,43.20089342,43.82731247,6707642,1.26864929
28-03-2006,44.00417447,44.00417447,42.76238939,42.97979355,3348800,-1.93376886
29-03-2006,42.22809447,43.33354143,42.15439898,42.66290283,3236004,-0.737301626
30-03-2006,42.67395431,43.84941436,42.03647976,42.29441833,3228667,-0.863711732
31-03-2006,42.94294576,43.25984188,42.24282844,42.9208374,3355961,1.481091577
03-04-2006,43.11245792,43.62833518,42.98349006,43.10140228,2539675,0.420692818
04-04-2006,44.00786569,44.00786569,42.81766759,43.16403961,4916928,0.145325502
05-04-2006,43.16404172,43.48093789,42.96506358,43.10877228,6404124,-0.128040226
07-04-2006,43.48093327,45.16121199,42.96505901,43.15666962,11164941,0.111108102
10-04-2006,43.11245801,43.84205427,42.89136859,43.40356064,4516582,0.572080802
12-04-2006,43.48830488,44.50531549,42.37548752,42.67764282,5849180,-1.672484482
13-04-2006,42.23178646,42.96138274,41.63852847,42.16914368,3619842,-1.191488358
17-04-2006,41.93331239,43.84942156,41.93331239,43.76466751,2461189,3.783628727
18-04-2006,43.84942305,44.43162537,42.8987374,43.46620178,5924443,-0.681978742
19-04-2006,43.70202264,43.99680751,42.81766511,42.98716736,4386067,-1.102084848
20-04-2006,42.89136061,43.59147796,42.89136061,43.15666962,4027016,0.394308973
21-04-2006,43.15668137,43.46620717,42.4491934,42.72924042,6671632,-0.990412845
24-04-2006,42.59658239,42.93190173,41.85961572,42.19124985,2817628,-1.259068883
25-04-2006,42.725543,42.725543,40.09826401,40.38199615,4613461,-4.288220186
26-04-2006,40.45200386,41.27003626,39.57501682,41.07473755,3780399,1.715470903
27-04-2006,41.85960908,42.00700297,40.32672425,40.62887955,4114704,-1.085479855
28-04-2006,40.38568107,40.82785985,38.36271253,40.26776886,1784621,-0.888802968
02-05-2006,39.80716562,41.07842968,39.80716562,40.4593811,2309326,0.475845196
03-05-2006,41.04895574,41.3805928,40.16459803,41.20372009,2847949,1.839719168
04-05-2006,41.56482822,42.89136464,41.29215168,42.4749794,6931980,3.085302262
05-05-2006,43.45883619,43.45883619,41.34374566,41.59062576,1850651,-2.082057838
08-05-2006,41.63852529,42.36075109,41.4948195,41.61641693,958874,0.062011974
09-05-2006,41.8596147,42.00332631,40.94577827,41.70116806,822990,0.203648309
10-05-2006,41.60168108,43.31880932,41.56483187,43.15299225,7051294,3.481495257
11-05-2006,43.15667916,43.25985345,41.88909723,42.20967865,1156777,-2.185974945
12-05-2006,41.63852555,42.59658162,41.62010241,42.06964874,2309782,-0.331748338
15-05-2006,42.30178934,42.30178934,41.42479935,41.69010544,2955253,-0.902178449
16-05-2006,41.88909752,43.47357276,38.9154429,41.24057007,3778896,-1.078278323
17-05-2006,41.78592259,42.22810145,41.1963498,41.70854187,2987086,1.134736501
18-05-2006,41.27003931,42.37180101,39.05914258,40.2051239,3148223,-3.604580504
19-05-2006,40.67309458,40.680465,38.32217739,38.87490082,1518636,-3.308590932
22-05-2006,39.13284838,39.20654389,31.0999278,38.05687714,3015998,-2.10424635
23-05-2006,38.24848177,42.0070043,36.56083258,40.52201843,2563197,6.477518603
24-05-2006,40.5220191,40.53307474,37.80630362,39.00018692,3516465,-3.755566902
25-05-2006,37.29043156,39.05914681,36.14813533,37.04354858,5295636,-5.016997329
26-05-2006,37.36413685,38.17479919,36.11129559,36.68613052,5820217,-0.964859129
29-05-2006,36.84825539,37.57785165,36.84825539,37.3862381,2321285,1.908371269
30-05-2006,37.21673435,38.32218433,37.21673435,38.12320328,4346171,1.971220473
31-05-2006,37.20936379,37.20936379,35.6175184,36.85562134,4451796,-3.324961784
01-06-2006,36.84825706,37.36413143,35.37432655,35.44433975,3688421,-3.829216642
02-06-2006,35.57330224,35.58804017,34.48996361,35.20113373,1937291,-0.686163223
05-06-2006,35.45907203,35.75017171,33.91144626,34.57839966,2172862,-1.769073902
06-06-2006,33.91881654,35.61015114,32.86864182,34.62998962,1963446,0.149197089
07-06-2006,33.92250143,35.37063825,33.18185248,34.4162674,2676957,-0.617159379
08-06-2006,33.67930429,33.67930429,31.33943936,31.67844391,2586275,-7.955027356
09-06-2006,31.6158064,33.08973706,29.84709077,32.29381561,1863707,1.942556604
12-06-2006,31.83689029,33.08973127,29.84708555,31.4462986,1097534,-2.624394168
13-06-2006,30.28926177,30.58404666,28.741636,29.01799774,1707088,-7.722056222
14-06-2006,29.478601,31.47577607,29.03642219,30.07922935,2719671,3.657149686
15-06-2006,30.95253329,32.30854859,30.28926503,31.75582504,1416254,5.573931659
16-06-2006,32.35276391,33.01603208,31.25468447,32.01744461,1391819,0.823847491
19-06-2006,32.72123986,32.78756491,30.21555872,32.09481812,1477030,0.241660462
20-06-2006,31.76319914,32.79495085,30.95253687,31.74109077,1427021,-1.102132249
21-06-2006,31.61580246,32.57385858,30.96358982,31.8074131,1792061,0.20894785
22-06-2006,32.77284389,33.15606522,32.41909843,32.83179855,1408161,3.220587129
23-06-2006,32.79494622,33.82669779,32.05797957,33.27765656,2330341,1.358006632
26-06-2006,32.79863052,33.23712412,31.03359756,31.53105164,1700073,-5.248581482
27-06-2006,31.24731681,33.53190932,31.24731681,33.28871155,3124959,5.574377704
28-06-2006,33.08973125,34.19517832,32.13167809,33.49506378,3013324,0.619886515
29-06-2006,34.12148127,35.55119198,33.60560697,34.89529419,3395390,4.180408244
30-06-2006,35.37432303,36.83351255,35.22692912,35.55856323,2942921,1.900740654
03-07-2006,36.99196415,36.99196415,35.23798671,35.54014206,3501170,-0.051805167
04-07-2006,35.44801785,35.92704587,34.34994125,34.51944351,1691731,-2.871959672
05-07-2006,35.00583336,35.7206886,33.974082,35.41853333,4772080,2.604589535
06-07-2006,35.15323919,35.55856886,34.6447323,35.28957748,3094939,-0.36409142
07-07-2006,35.62344386,36.00608689,35.1995339,35.5184021,4810888,0.648419822
10-07-2006,35.63844719,36.05110468,34.89566905,35.85978317,2544193,0.961138601
11-07-2006,35.7134722,36.46375687,35.64594853,36.33996201,1539547,1.339045556
12-07-2006,35.03822921,36.28745149,33.84528111,35.88229752,1314670,-1.259397271
13-07-2006,36.15615365,37.36410901,35.34209684,37.1090126,3719716,3.41871946
14-07-2006,36.61381725,36.83890208,35.63844769,35.91230011,2175059,-3.224856739
17-07-2006,35.86354753,36.75638656,34.85816901,36.18241882,2974050,0.752162108
18-07-2006,36.61381602,36.96269571,34.88816475,36.5500412,2011591,1.016024875
19-07-2006,36.83890387,36.83890387,35.37585243,35.92355728,2650097,-1.714044353
20-07-2006,36.28369881,36.82765492,35.48839812,36.29870605,1442502,1.044297396
21-07-2006,36.23867621,36.23867621,34.51302482,34.82064056,1051711,-4.071950908
24-07-2006,34.22417381,35.55592707,33.20753999,35.39836884,1244216,1.659154634
25-07-2006,34.90317322,36.32871256,34.90317322,36.14864349,1392721,2.119517602
26-07-2006,34.96320144,37.47665025,34.96320144,37.30408478,2273804,3.196361391
27-07-2006,37.50666303,38.59832414,37.17653932,37.61920547,3994353,0.844735098
28-07-2006,35.26330884,37.73174153,35.26330884,37.2440567,2614274,-0.997226732
31-07-2006,37.15027635,38.51954164,36.23868145,36.70760727,1683306,-1.440362517
01-08-2006,36.76388273,37.05274247,36.02485617,36.49378204,1220309,-0.582509299
02-08-2006,36.32120583,37.79926444,36.29869794,37.40911484,2534535,2.508188362
03-08-2006,37.81427222,38.26444192,36.80889403,37.25906372,1885479,-0.40110844
04-08-2006,37.06399757,37.95683352,36.65133996,37.30033493,1938369,0.110768242
07-08-2006,37.06399055,37.66421484,37.06399055,37.33409119,1422762,0.090498534
08-08-2006,37.58918837,38.21942714,37.36410351,37.87054443,2312404,1.436899172
09-08-2006,37.96433298,38.41450271,37.15027624,37.57793808,3256138,-0.772648923
10-08-2006,36.94394625,38.24943962,36.94394625,37.69047928,1656737,0.299487424
11-08-2006,37.71675126,38.06187932,37.13903169,37.53668213,1079814,-0.408053048
14-08-2006,38.63208896,38.63208896,37.52917237,37.66422272,1027992,0.33977587
16-08-2006,38.18941818,38.93219943,37.81427574,37.90055847,1760911,0.627480769
17-08-2006,38.5570571,39.05224262,37.22155216,38.75588226,2984351,2.256757752
18-08-2006,39.164786,39.51366874,38.86467382,39.36736298,2778955,1.577775236
21-08-2006,39.38987074,39.92632318,39.08975562,39.30358505,1887469,-0.162007101
22-08-2006,39.31483477,39.7575008,39.01472266,39.28857803,1486077,-0.038182316
23-08-2006,39.3148397,39.53617274,38.65084057,39.28482819,1051390,-0.00954437
24-08-2006,39.01473089,39.84004307,38.67710358,39.41613007,3780523,0.334230506
25-08-2006,39.61495536,40.44026452,39.38987051,40.0988884,2986226,1.732180024
28-08-2006,40.14015572,41.07801035,40.07262907,40.74788666,2558524,1.618494393
29-08-2006,40.74037417,41.26557111,40.22642969,40.42525482,1077929,-0.791775629
30-08-2006,40.53404899,40.84541656,39.16478087,39.48740387,1266754,-2.319962994
31-08-2006,39.62245296,40.24518807,39.03723297,39.59994507,2045870,0.285005312
01-09-2006,40.21517448,40.80414625,39.56242789,40.4102478,829809,2.046221865
04-09-2006,40.73662625,41.1155175,40.1589069,40.94295502,1070478,1.318247829
05-09-2006,40.89043589,40.96546616,40.07262735,40.39149857,586818,-1.346889718
06-09-2006,40.51530005,40.89043954,40.0126079,40.23394394,1380773,-0.390068782
07-09-2006,40.14016323,40.66536038,39.81378833,40.49279785,1337323,0.643371957
08-09-2006,40.51529181,40.72912122,39.99009188,40.37273788,700412,-0.296497089
11-09-2006,40.14015138,40.14015138,37.21779717,38.09938049,1921385,-5.630922029
12-09-2006,37.68296878,38.18565781,36.53878565,37.799263,2204250,-0.787722763
13-09-2006,38.11438268,39.75375434,37.9643281,39.34484863,3858190,4.088930602
14-09-2006,39.34485297,40.21518091,38.27569987,39.9863472,5031630,1.630451223
15-09-2006,40.02760173,40.29020167,38.98095678,39.53991699,3447565,-1.116456585
18-09-2006,40.14015434,40.14015434,38.87592786,39.05974579,2118387,-1.214396084
19-09-2006,38.6395813,39.38236243,37.61544414,38.76712799,6811288,-0.749154384
20-09-2006,38.40699407,39.23230613,37.89680137,39.0897522,4124372,0.83221075
21-09-2006,39.08975434,39.59994707,39.08975434,39.33359528,634693,0.623803081
22-09-2006,39.38987445,39.75000966,38.9659644,39.48365784,1859023,0.381512445
25-09-2006,38.26444079,39.76125855,38.26444079,39.55117798,2463655,0.171007818
26-09-2006,39.76500859,39.97508917,39.16853315,39.70123672,2466163,0.379403987
27-09-2006,39.91506963,40.51529694,39.91506963,40.34273148,3219186,1.615805461
28-09-2006,40.36523365,41.9408275,40.24518761,41.66322327,5539528,3.273183898
29-09-2006,41.3631124,42.84116815,41.35185697,42.60482788,6128968,2.260037847
03-10-2006,42.65360379,42.65360379,41.42688947,41.76826859,1061950,-1.963531687
04-10-2006,42.12840345,42.3759962,40.14015194,40.40275192,3749259,-3.269268056
05-10-2006,41.19054838,41.48315691,39.84003928,40.27895355,3684649,-0.306410738
06-10-2006,39.76500556,41.26557209,39.76500556,40.51903915,2415086,0.596057198
09-10-2006,40.41775721,40.88668597,39.84378963,40.57906723,1906898,0.148147827
10-10-2006,40.89043384,40.89043384,40.18141893,40.31271744,806327,-0.656372388
11-10-2006,40.30897032,41.17554651,40.30897032,40.66910553,2216831,0.884058716
12-10-2006,39.7725137,40.79289918,39.7725137,40.43651581,4258877,-0.57190764
13-10-2006,40.51529252,40.81540465,39.76500773,40.13639832,1618582,-0.742194244
16-10-2006,40.48152804,40.58281503,39.99009143,40.33147049,8435818,0.486023117
17-10-2006,41.25807481,41.25807481,39.77251529,39.86629868,2600471,-1.153371817
18-10-2006,39.84004116,40.28270726,39.53617422,40.02010727,3082007,0.385811071
19-10-2006,40.24519695,40.24519695,39.46490346,39.84004593,3897775,-0.449927181
20-10-2006,39.76501005,40.32022154,39.64871581,39.74625397,6126119,-0.235421319
23-10-2006,40.13265652,40.13265652,39.41988669,39.91882706,1853428,0.434187055
26-10-2006,39.40112512,40.29021213,39.38987266,39.56243515,3587262,-0.89279153
27-10-2006,39.76501061,39.91506818,39.25856968,39.78001785,3949276,0.549972978
30-10-2006,39.99009525,40.28270675,39.5024104,40.06887436,3665033,0.726134683
31-10-2006,40.44026627,41.26557844,40.29021167,40.55656052,5607081,1.217119685
01-11-2006,39.7650063,41.26557286,39.7650063,41.06299591,1443497,1.248713865
02-11-2006,40.5603153,41.49066634,40.5603153,41.32935333,1706518,0.648655598
03-11-2006,39.94133068,41.83579914,39.94133068,41.57695389,2209380,0.599091289
06-11-2006,40.51529359,41.94082998,40.51529359,41.61070633,2050015,0.08118065
07-11-2006,41.26557607,41.86205152,40.52654668,41.11927032,1498605,-1.181032595
08-11-2006,41.18304555,41.56568862,39.84004004,41.07800674,1566635,-0.100350955
09-11-2006,39.68998,41.45314656,39.68998,41.13802719,3186679,0.146113338
10-11-2006,41.11928214,41.63322682,40.53406194,41.25058365,5114955,0.273606843
13-11-2006,40.6278328,42.08338058,40.6278328,41.29933548,5673961,0.118184585
14-11-2006,41.5656887,41.86580382,40.81540684,41.77951813,2902145,1.162688557
15-11-2006,41.9933476,42.36848999,41.58444486,41.8620491,3526372,0.197539318
16-11-2006,41.49065056,42.09087767,41.49065056,41.80202103,2065414,-0.143394978
17-11-2006,42.00085972,42.76614893,41.41563962,41.79077911,3206284,-0.026893228
20-11-2006,41.6407121,41.79076666,39.94507234,41.52441788,4222816,-0.637368439
21-11-2006,41.93332852,42.16591402,41.13802795,41.419384,1815325,-0.252944845
22-11-2006,41.26558326,42.39100772,41.26558326,42.27846527,2561944,2.074104405
23-11-2006,42.76615153,43.29135161,42.61609395,43.18630981,4014042,2.147297774
24-11-2006,43.29134273,43.62897001,43.01373551,43.29884338,2265970,0.260576951
27-11-2006,43.59145941,44.59683773,43.3025997,44.27046585,5442514,2.243991735
28-11-2006,44.26671722,44.26671722,43.14504457,43.47141647,4424563,-1.804926517
29-11-2006,44.25545545,44.25545545,43.52392965,43.60646057,1749564,0.310650328
30-11-2006,43.56894448,44.22169111,43.37387115,43.61396027,3180140,0.017198586
01-12-2006,43.74151925,45.39214078,43.59896529,44.84443283,6633312,2.821281436
04-12-2006,45.16704933,46.66761601,44.56307321,45.6922493,7911465,1.890572394
05-12-2006,46.14241818,46.14241818,44.20293724,44.37549973,9343274,-2.881778842
06-12-2006,44.86693444,45.3846278,44.43927265,44.89694595,4506251,1.175076858
07-12-2006,43.16004291,45.26083692,43.16004291,44.62684631,5334464,-0.601599138
08-12-2006,44.92696418,45.15204906,43.44140163,43.94034195,7748774,-1.538321483
11-12-2006,43.85405949,44.94196873,41.10051859,41.67073441,6034462,-5.165202279
12-12-2006,41.51316331,41.62945753,39.54742292,40.47402191,5749120,-2.871829621
13-12-2006,39.91507166,41.26558093,39.58494796,40.8491745,2333015,0.92689723
14-12-2006,41.11553351,42.09090354,40.66536364,41.98211288,2551332,2.773467026
15-12-2006,42.54106233,42.54106233,41.64822645,41.93333435,3215289,-0.116188849
18-12-2006,41.8658013,45.01698908,41.04048922,44.37174606,7079024,5.814972147
19-12-2006,44.79190043,46.13490871,41.72324382,42.86742401,10299143,-3.390270128
20-12-2006,43.32135613,43.44140219,41.27308433,41.73825836,3058847,-2.634087948
21-12-2006,41.79078105,41.93333798,40.75164228,41.10427094,2024730,-1.518959946
22-12-2006,41.26557716,41.79077418,41.04049231,41.6219635,1933893,1.25946174
26-12-2006,40.66534745,42.60858311,39.94132236,41.93708038,3292159,0.757092784
27-12-2006,41.94082816,42.31221874,41.1192679,41.51691818,6920944,-1.001887106
28-12-2006,41.86580445,42.30847055,41.44564624,41.79452896,6362570,0.668669041
29-12-2006,42.00085965,42.72863371,41.64072443,42.05337906,5218477,0.61933967
02-01-2007,41.9408312,42.75113609,41.65197448,42.37974548,4404087,0.776076577
03-01-2007,42.16966097,42.69110905,41.79076681,42.21467972,1728352,-0.389492111
04-01-2007,42.76613983,42.76613983,41.63321202,41.99334717,2042761,-0.524302332
05-01-2007,42.16591131,42.49603791,41.41562954,42.02335739,1349488,0.071464233
08-01-2007,42.33097935,42.49604415,41.49066292,42.15091324,1643442,0.303535593
09-01-2007,42.16591886,42.567321,41.79077642,42.03086853,7362604,-0.284797408
10-01-2007,42.16592203,42.16592203,41.05175302,41.83204651,1257428,-0.473038099
11-01-2007,41.71574345,42.76239151,41.3556083,42.55231094,710982,1.721800617
12-01-2007,42.91620343,43.74151561,42.39850705,43.44515228,3756503,2.098220565
15-01-2007,43.66648422,43.96659934,43.44139935,43.72275543,945972,0.638973821
16-01-2007,43.7415118,43.7415118,42.84492125,43.18254852,901724,-1.235528054
17-01-2007,42.39100311,43.81654258,42.39100311,43.64022827,674205,1.059872018
18-01-2007,44.14666254,44.14666254,42.77364556,43.370121,916170,-0.618941009
19-01-2007,43.20505612,43.97409398,42.76989072,43.47890854,537824,0.250835216
22-01-2007,43.51643068,44.41677015,42.99873429,44.22544861,2154521,1.717016583
23-01-2007,45.01699655,45.34712321,44.11665703,45.00574112,3684411,1.764351828
24-01-2007,47.26784209,47.26784209,44.55556847,45.27959061,1720021,0.608476787
25-01-2007,46.14242054,46.89270243,45.01699326,46.16492844,4071616,1.955269069
29-01-2007,48.01813261,48.01813261,45.24208365,45.91358948,1970120,-0.544437016
31-01-2007,45.45590805,46.3637541,44.86693915,45.42589951,7643667,-1.062190906
01-02-2007,44.35299586,46.42002665,44.12415918,44.53306198,1990814,-1.965481221
02-02-2007,44.04162699,46.51005689,44.04162699,45.59846497,1671089,2.392386549
05-02-2007,45.76728007,46.43503106,45.24583186,45.98861313,1198527,0.855616879
06-02-2007,46.51755727,46.81767238,45.76727543,45.88732147,1813833,-0.220253775
07-02-2007,45.76727537,46.81767232,44.94571508,45.19705963,1714798,-1.504253939
08-02-2007,45.54594421,45.90607939,45.12953485,45.54594421,1179315,0.771918761
09-02-2007,45.61721383,45.68474046,44.87443271,45.03199387,968480,-1.128421766
12-02-2007,45.47842063,45.47842063,44.26671065,45.19330978,2002368,0.358225129
13-02-2007,45.09201687,46.29246831,44.56681696,45.29459381,1765212,0.224112878
14-02-2007,45.91733045,46.29246987,43.66647912,45.85730743,791011,1.242341692
15-02-2007,46.51755708,46.89269948,44.94196314,45.63972855,2425065,-0.474469392
19-02-2007,46.14241568,46.14241568,45.01698852,45.81604385,1675130,0.386319799
20-02-2007,45.39213591,46.63010266,45.39213591,45.70350647,4155635,-0.245628768
21-02-2007,45.61722701,46.14242707,44.86694501,45.14080048,1296609,-1.231209675
22-02-2007,44.34924589,45.69225452,41.65572797,44.7093811,2764354,-0.955719367
23-02-2007,44.79191138,45.01699626,42.24845108,43.11878204,1983425,-3.557640524
26-02-2007,44.11665124,44.1916815,42.25970123,43.18254852,1682944,0.147885623
27-02-2007,43.51642771,43.51642771,41.43438985,41.6294632,3115281,-3.596557823
28-02-2007,39.3898797,43.57270659,38.54580833,40.7216301,4021907,-2.180746591
01-03-2007,37.690478,41.11551837,37.690478,40.60907745,4582498,-0.276395229
02-03-2007,40.14765245,40.81540334,39.38986704,39.73124313,11137345,-2.161670186
05-03-2007,38.26444171,38.63958411,36.91393263,38.15565109,2508473,-3.965624825
06-03-2007,38.26444044,39.0897525,36.1636496,36.95144653,1818703,-3.156032003
07-03-2007,38.63958647,38.63958647,36.84640824,37.42037582,3269858,1.269041769
08-03-2007,37.51416259,39.53992636,36.70385471,39.20605087,1621608,4.771932429
09-03-2007,39.31484108,39.31484108,37.5141622,38.28320313,2566151,-2.353840102
12-03-2007,38.86466887,39.61495367,37.9680813,38.50828552,933309,0.587940347
13-03-2007,38.86467468,39.27732931,38.13314883,38.84967041,1205874,0.886523207
14-03-2007,37.52166534,39.49490965,35.43962744,38.67710114,1220019,-0.444197526
15-03-2007,39.31484715,39.31484715,38.27195361,38.52705002,742194,-0.38795854
16-03-2007,38.26444542,38.41450299,37.60794987,38.16315842,731427,-0.944509381
19-03-2007,38.26819932,38.56456266,37.73925044,37.9793396,833363,-0.481665629
20-03-2007,38.81965815,38.81965815,37.22530497,37.79552078,2294311,-0.483996876
21-03-2007,38.63958245,38.63958245,37.15027131,38.03560638,1167854,0.635222367
22-03-2007,39.00721909,39.00721909,38.41449552,38.67334366,1435922,1.676684914
23-03-2007,38.89467628,39.19478839,37.73924066,38.08812332,3371535,-1.513239564
26-03-2007,38.26444008,38.64333428,37.51415828,37.77300644,1026313,-0.827336332
28-03-2007,38.62083177,38.62083177,36.77138226,37.99059296,1556303,0.576037064
29-03-2007,39.50616129,39.50616129,37.51416093,38.31321335,2604575,0.849211257
30-03-2007,38.33947901,39.20230342,37.66797319,38.21192932,1944980,-0.264357954
02-04-2007,39.01472942,39.01472942,36.30245563,37.19904327,3556921,-2.650706377
03-04-2007,37.66422292,37.85929927,37.13902582,37.4654007,2901471,0.71603299
04-04-2007,38.23819172,38.56456661,37.5141694,37.88930893,1938877,1.131465901
05-04-2007,38.1218934,38.41450493,37.51416541,37.73174667,1644893,-0.415848851
09-04-2007,37.96432751,38.48952446,37.88929725,38.16690445,1552759,1.153293484
10-04-2007,38.18942068,38.63208683,37.60420058,38.44826889,2675185,0.737194816
11-04-2007,38.95845884,40.35773564,38.63958762,40.00510406,6639394,4.049168453
12-04-2007,39.4273774,40.45526635,38.80464232,39.27357101,4325290,-1.828599294
13-04-2007,39.61495686,40.2451927,38.65459437,40.05387115,1221024,1.986832672
16-04-2007,40.14015048,41.71574439,39.76875989,41.50191498,2084615,3.615240628
17-04-2007,41.79077074,41.85829738,40.83416017,41.68198013,1938846,0.433871919
18-04-2007,41.86580562,42.12090199,39.76501157,40.39149857,2558151,-3.096017903
19-04-2007,39.61870331,40.35398088,38.41449995,40.01635361,4073492,-0.928772073
20-04-2007,40.36523848,41.18679882,40.14015361,40.95045853,1997933,2.33430794
23-04-2007,41.11552932,43.49392813,39.11602482,42.62360001,5108230,4.085769829
24-04-2007,43.1412853,43.81278805,42.16966744,43.63647079,3169073,2.376314503
25-04-2007,43.89156269,45.15204011,43.21255935,44.91570282,4324265,2.931566192
26-04-2007,45.69224983,45.69224983,43.06625883,44.86318588,4408419,-0.116923334
27-04-2007,44.26672114,44.34174846,42.84118139,43.8090477,1837863,-2.34967304
30-04-2007,44.11665322,44.6418532,42.81866347,44.40550995,2872809,1.361504714
03-05-2007,45.61721904,45.84230389,43.11877774,45.6922493,4263416,2.897701999
